locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKLDFEFB_01193	CDS	675	citT		COG4565	Transcriptional regulatory protein CitT
GKLDFEFB_01194	CDS	678	liaR_2		COG2197	Transcriptional regulatory protein LiaR
GKLDFEFB_01195	CDS	1191				hypothetical protein
GKLDFEFB_01196	CDS	489				hypothetical protein
GKLDFEFB_01197	CDS	2121	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
GKLDFEFB_01198	CDS	231				hypothetical protein
GKLDFEFB_01199	CDS	816		3.4.21.4	COG5640	Trypsin
GKLDFEFB_01200	CDS	1551	hrdB_2		COG0568	RNA polymerase principal sigma factor HrdB
GKLDFEFB_01201	CDS	936	nanR_1			HTH-type transcriptional repressor NanR
GKLDFEFB_01202	CDS	2127	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKLDFEFB_01203	CDS	765				hypothetical protein
GKLDFEFB_01204	CDS	2088				hypothetical protein
GKLDFEFB_01205	CDS	1443				hypothetical protein
GKLDFEFB_01206	CDS	2166				hypothetical protein
GKLDFEFB_01207	CDS	981				hypothetical protein
GKLDFEFB_01208	CDS	657				hypothetical protein
GKLDFEFB_01209	CDS	744	rnhB			Ribonuclease HII
GKLDFEFB_01210	CDS	906				hypothetical protein
GKLDFEFB_01211	CDS	660	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
GKLDFEFB_01212	CDS	1620	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
GKLDFEFB_01213	CDS	687	aqdR_1			HTH-type transcriptional regulator AqdR
GKLDFEFB_01214	CDS	639				hypothetical protein
GKLDFEFB_01215	CDS	1425	aam_2	3.5.1.13	COG0154	Acylamidase
GKLDFEFB_01216	CDS	588	betI_1			HTH-type transcriptional regulator BetI
GKLDFEFB_01217	CDS	405				hypothetical protein
GKLDFEFB_01218	CDS	522	yceD_1		COG2310	General stress protein 16U
GKLDFEFB_01219	CDS	2877	nrdJ	1.17.4.1	COG0209	Vitamin B12-dependent ribonucleotide reductase
GKLDFEFB_01220	CDS	531	nrdR		COG1327	Transcriptional repressor NrdR
GKLDFEFB_01221	CDS	789	lexA	3.4.21.88		LexA repressor
GKLDFEFB_01222	CDS	1974	dinG_2	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
GKLDFEFB_01223	CDS	786	iucC_1	6.3.2.39	COG4264	Aerobactin synthase
GKLDFEFB_01224	CDS	930				hypothetical protein
GKLDFEFB_01225	CDS	750				hypothetical protein
GKLDFEFB_01226	CDS	2163				hypothetical protein
GKLDFEFB_01227	CDS	1446	dat_1	2.6.1.76	COG0160	Diaminobutyrate--2-oxoglutarate aminotransferase
GKLDFEFB_01228	CDS	1188				hypothetical protein
GKLDFEFB_01229	CDS	1488	hflX		COG2262	GTPase HflX
GKLDFEFB_01230	CDS	1689				hypothetical protein
GKLDFEFB_01231	CDS	2313	relA_1		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
GKLDFEFB_01232	CDS	942	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
GKLDFEFB_01233	CDS	537				hypothetical protein
GKLDFEFB_01234	CDS	939	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
GKLDFEFB_01235	CDS	279				hypothetical protein
GKLDFEFB_01236	CDS	261				hypothetical protein
GKLDFEFB_01237	CDS	711				hypothetical protein
GKLDFEFB_01238	CDS	1485	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GKLDFEFB_01239	CDS	999				hypothetical protein
GKLDFEFB_01240	CDS	342				hypothetical protein
GKLDFEFB_01241	CDS	1443	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
GKLDFEFB_01242	CDS	204	scoF_1		COG1278	Cold shock protein ScoF
GKLDFEFB_01243	CDS	1410	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
GKLDFEFB_01244	CDS	741	arlR		COG0745	Response regulator ArlR
GKLDFEFB_01245	CDS	786	glnQ_1			Glutamine transport ATP-binding protein GlnQ
GKLDFEFB_01246	CDS	909				hypothetical protein
GKLDFEFB_01247	CDS	648	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
GKLDFEFB_01248	CDS	966				hypothetical protein
GKLDFEFB_01249	CDS	2148	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
GKLDFEFB_01250	CDS	546				hypothetical protein
GKLDFEFB_01251	CDS	378	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
GKLDFEFB_01252	CDS	1161				hypothetical protein
GKLDFEFB_01253	CDS	687	recX			Regulatory protein RecX
GKLDFEFB_01254	CDS	1131	recA		COG0468	Protein RecA
GKLDFEFB_01255	CDS	1200	ydfJ_1		COG2409	Membrane protein YdfJ
GKLDFEFB_01256	CDS	1290			COG0628	Putative transport protein
GKLDFEFB_01257	CDS	195				hypothetical protein
GKLDFEFB_01258	CDS	930				hypothetical protein
GKLDFEFB_01259	CDS	309				hypothetical protein
GKLDFEFB_01260	CDS	750				hypothetical protein
GKLDFEFB_01261	CDS	963				hypothetical protein
GKLDFEFB_01262	CDS	4773	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
GKLDFEFB_01263	CDS	822	nei1_1	3.2.2.-	COG0266	Endonuclease 8 1
GKLDFEFB_01264	CDS	330				hypothetical protein
GKLDFEFB_01265	CDS	975	hemC_1	2.5.1.61	COG0181	Porphobilinogen deaminase
GKLDFEFB_01266	CDS	510				hypothetical protein
GKLDFEFB_01267	CDS	420				hypothetical protein
GKLDFEFB_01268	CDS	1173	pcm_2	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
GKLDFEFB_01269	CDS	471	dps	1.16.-.-	COG0783	DNA protection during starvation protein
GKLDFEFB_01270	CDS	384				hypothetical protein
GKLDFEFB_01271	CDS	573	cinA			Putative competence-damage inducible protein
GKLDFEFB_01272	CDS	801	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GKLDFEFB_01273	CDS	1494	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
GKLDFEFB_01274	CDS	816				hypothetical protein
GKLDFEFB_01275	CDS	2835				hypothetical protein
GKLDFEFB_01276	CDS	663	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
GKLDFEFB_01277	CDS	5511	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
GKLDFEFB_01278	CDS	2673				hypothetical protein
GKLDFEFB_01279	tRNA	74				tRNA-Thr(ggt)
GKLDFEFB_01280	CDS	687	arnB_1	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
GKLDFEFB_01281	rRNA	111				5S ribosomal RNA
GKLDFEFB_01282	rRNA	3118				23S ribosomal RNA
GKLDFEFB_01283	rRNA	1524				16S ribosomal RNA
GKLDFEFB_01284	CDS	1686	rnj	3.1.-.-	COG0595	Ribonuclease J
GKLDFEFB_01285	CDS	900	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GKLDFEFB_01286	CDS	813	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
GKLDFEFB_01287	CDS	240				hypothetical protein
GKLDFEFB_01288	CDS	552				hypothetical protein
GKLDFEFB_01289	CDS	453				hypothetical protein
GKLDFEFB_01290	CDS	753	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
GKLDFEFB_01291	CDS	1380		3.4.24.-	COG0612	putative zinc protease
GKLDFEFB_01292	CDS	2211	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
GKLDFEFB_01293	CDS	288	rpsO			30S ribosomal protein S15
GKLDFEFB_01294	CDS	1473				hypothetical protein
GKLDFEFB_01295	CDS	3957	eccC		COG1674	ESX secretion system protein EccC
GKLDFEFB_01296	CDS	819				hypothetical protein
GKLDFEFB_01297	CDS	309				hypothetical protein
GKLDFEFB_01298	CDS	426				hypothetical protein
GKLDFEFB_01299	CDS	1314				hypothetical protein
GKLDFEFB_01300	CDS	2193				hypothetical protein
GKLDFEFB_01301	CDS	1329				hypothetical protein
GKLDFEFB_01302	CDS	300				hypothetical protein
GKLDFEFB_01303	CDS	639				hypothetical protein
GKLDFEFB_01304	CDS	678				hypothetical protein
GKLDFEFB_01305	CDS	603				hypothetical protein
GKLDFEFB_01306	CDS	330				hypothetical protein
GKLDFEFB_01307	CDS	993				hypothetical protein
GKLDFEFB_01308	CDS	1098				hypothetical protein
GKLDFEFB_01309	CDS	270				hypothetical protein
GKLDFEFB_01310	CDS	843				hypothetical protein
GKLDFEFB_01311	CDS	462				hypothetical protein
GKLDFEFB_01312	CDS	1275				hypothetical protein
GKLDFEFB_01313	CDS	1653				hypothetical protein
GKLDFEFB_01314	CDS	315				hypothetical protein
GKLDFEFB_01315	CDS	1215				hypothetical protein
GKLDFEFB_01316	CDS	291	esxA		COG4842	6 kDa early secretory antigenic target
GKLDFEFB_01317	CDS	288				hypothetical protein
GKLDFEFB_01318	CDS	1632	eccB3	3.6.-.-		ESX-3 secretion system ATPase EccB3
GKLDFEFB_01319	CDS	1383				hypothetical protein
GKLDFEFB_01320	CDS	849				hypothetical protein
GKLDFEFB_01321	CDS	2964				hypothetical protein
GKLDFEFB_01322	CDS	951	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
GKLDFEFB_01323	CDS	975	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
GKLDFEFB_01324	CDS	447	rbfA		COG0858	Ribosome-binding factor A
GKLDFEFB_01325	CDS	297				hypothetical protein
GKLDFEFB_01326	CDS	3054	infB			Translation initiation factor IF-2
GKLDFEFB_01327	CDS	993	nusA		COG0195	Transcription termination/antitermination protein NusA
GKLDFEFB_01328	CDS	534	rimP		COG0779	Ribosome maturation factor RimP
GKLDFEFB_01329	CDS	600				hypothetical protein
GKLDFEFB_01330	tRNA	96				tRNA-Ala(agc)
GKLDFEFB_01331	CDS	915				hypothetical protein
GKLDFEFB_01332	CDS	1701	proS_1	6.1.1.15	COG0442	Proline--tRNA ligase
GKLDFEFB_01333	CDS	534				hypothetical protein
GKLDFEFB_01334	CDS	846				hypothetical protein
GKLDFEFB_01335	CDS	1158	ispG_1	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
GKLDFEFB_01336	CDS	1302	rip1	3.4.24.-	COG0750	Zinc metalloprotease Rip1
GKLDFEFB_01337	CDS	1281	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
GKLDFEFB_01338	CDS	813				hypothetical protein
GKLDFEFB_01339	CDS	1920		1.3.-.-	COG1960	putative acyl-CoA dehydrogenase FadE10
GKLDFEFB_01340	CDS	687	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
GKLDFEFB_01341	CDS	1305				hypothetical protein
GKLDFEFB_01342	CDS	1446	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
GKLDFEFB_01343	CDS	1662				hypothetical protein
GKLDFEFB_01344	CDS	459				hypothetical protein
GKLDFEFB_01345	CDS	2163				hypothetical protein
GKLDFEFB_01346	CDS	1350	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase
GKLDFEFB_01347	CDS	651				hypothetical protein
GKLDFEFB_01348	CDS	1041				hypothetical protein
GKLDFEFB_01349	CDS	930				hypothetical protein
GKLDFEFB_01350	CDS	1161	spnR	2.6.1.110		dTDP-4-dehydro-2,3,6-trideoxy-D-glucose 4-aminotransferase
GKLDFEFB_01351	CDS	1134	elmGT_1	2.4.1.331		Elloramycin glycosyltransferase ElmGT
GKLDFEFB_01352	CDS	1227				hypothetical protein
GKLDFEFB_01353	CDS	1347	evaA	4.2.1.159		dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase
GKLDFEFB_01354	CDS	1113	megDII	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
GKLDFEFB_01355	CDS	981	strE_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
GKLDFEFB_01356	CDS	1068	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
GKLDFEFB_01357	CDS	1020				hypothetical protein
GKLDFEFB_01358	CDS	453				hypothetical protein
GKLDFEFB_01359	CDS	1416	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
GKLDFEFB_01360	CDS	798	ydcV			Inner membrane ABC transporter permease protein YdcV
GKLDFEFB_01361	CDS	933				hypothetical protein
GKLDFEFB_01362	CDS	1149	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
GKLDFEFB_01363	CDS	1248				hypothetical protein
GKLDFEFB_01364	CDS	1518	prr_1	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
GKLDFEFB_01365	CDS	621				hypothetical protein
GKLDFEFB_01366	CDS	588				hypothetical protein
GKLDFEFB_01367	CDS	939				hypothetical protein
GKLDFEFB_01368	CDS	1116	add2	3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
GKLDFEFB_01369	CDS	753				hypothetical protein
GKLDFEFB_01370	CDS	534				hypothetical protein
GKLDFEFB_01371	CDS	948				hypothetical protein
GKLDFEFB_01372	CDS	1185	spuE		COG0687	Spermidine-binding periplasmic protein SpuE
GKLDFEFB_01373	CDS	1455	prr_2	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
GKLDFEFB_01374	CDS	483	asnC_1		COG1522	Regulatory protein AsnC
GKLDFEFB_01375	CDS	1362		2.6.1.-	COG0161	putative aminotransferase
GKLDFEFB_01376	CDS	732			COG0664	putative ABC transporter ATP-binding protein
GKLDFEFB_01377	CDS	1218				hypothetical protein
GKLDFEFB_01378	CDS	1194				hypothetical protein
GKLDFEFB_01379	CDS	993				hypothetical protein
GKLDFEFB_01380	CDS	1062	potA_2	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
GKLDFEFB_01381	CDS	1674				hypothetical protein
GKLDFEFB_01382	CDS	1080	thiB		COG4143	Thiamine-binding periplasmic protein
GKLDFEFB_01383	CDS	1107	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
GKLDFEFB_01384	CDS	1011	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
GKLDFEFB_01385	CDS	558	frr		COG0233	Ribosome-recycling factor
GKLDFEFB_01386	CDS	774	pyrH	2.7.4.22	COG0528	Uridylate kinase
GKLDFEFB_01387	CDS	837	tsf		COG0264	Elongation factor Ts
GKLDFEFB_01388	CDS	882	rpsB		COG0052	30S ribosomal protein S2
GKLDFEFB_01389	CDS	1191				hypothetical protein
GKLDFEFB_01390	CDS	540				hypothetical protein
GKLDFEFB_01391	CDS	837	sigD		COG1191	RNA polymerase sigma-D factor
GKLDFEFB_01392	CDS	1167	dprA		COG0758	Putative DNA processing protein DprA
GKLDFEFB_01393	CDS	1611	comM		COG0606	Competence protein ComM
GKLDFEFB_01394	CDS	291				hypothetical protein
GKLDFEFB_01395	CDS	309				putative protein
GKLDFEFB_01396	CDS	459				hypothetical protein
GKLDFEFB_01397	CDS	726				hypothetical protein
GKLDFEFB_01398	CDS	825				hypothetical protein
GKLDFEFB_01399	CDS	1263				hypothetical protein
GKLDFEFB_01400	CDS	903	lepB_2	3.4.21.89	COG0681	Signal peptidase I
GKLDFEFB_01401	CDS	348	rplS		COG0335	50S ribosomal protein L19
GKLDFEFB_01402	CDS	810	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
GKLDFEFB_01403	CDS	555	rimM		COG0806	Ribosome maturation factor RimM
GKLDFEFB_01404	CDS	240				hypothetical protein
GKLDFEFB_01405	CDS	441				hypothetical protein
GKLDFEFB_01406	CDS	615				hypothetical protein
GKLDFEFB_01407	CDS	876				hypothetical protein
GKLDFEFB_01408	CDS	948				hypothetical protein
GKLDFEFB_01409	CDS	372				hypothetical protein
GKLDFEFB_01410	CDS	357				hypothetical protein
GKLDFEFB_01411	CDS	1383				hypothetical protein
GKLDFEFB_01412	CDS	1011	php		COG1735	Phosphotriesterase homology protein
GKLDFEFB_01413	CDS	1248	yhfS			putative protein YhfS
GKLDFEFB_01414	CDS	1188	yhfX		COG3457	putative protein YhfX
GKLDFEFB_01415	CDS	1251	deoB	5.4.2.7	COG1015	Phosphopentomutase
GKLDFEFB_01416	CDS	1557	ffh		COG0541	Signal recognition particle protein
GKLDFEFB_01417	CDS	3228	glnD	2.7.7.59		Bifunctional uridylyltransferase/uridylyl-removing enzyme
GKLDFEFB_01418	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
GKLDFEFB_01419	CDS	1443	nrgA			Ammonium transporter
GKLDFEFB_01420	CDS	1353				hypothetical protein
GKLDFEFB_01421	CDS	1068				hypothetical protein
GKLDFEFB_01422	CDS	669				hypothetical protein
GKLDFEFB_01423	CDS	1230	ftsY		COG0552	Signal recognition particle receptor FtsY
GKLDFEFB_01424	CDS	537		1.6.-.-	COG1252	NADH dehydrogenase-like protein
GKLDFEFB_01425	CDS	1482				hypothetical protein
GKLDFEFB_01426	CDS	990				hypothetical protein
GKLDFEFB_01427	CDS	1416	xylE			D-xylose-proton symporter
GKLDFEFB_01428	CDS	3558	smc		COG1196	Chromosome partition protein Smc
GKLDFEFB_01429	CDS	207				hypothetical protein
GKLDFEFB_01430	CDS	282	acyP	3.6.1.7	COG1254	Acylphosphatase
GKLDFEFB_01431	tRNA	94				tRNA-Arg(tcg)
GKLDFEFB_01432	CDS	237				hypothetical protein
GKLDFEFB_01433	CDS	654	fldP_1			Flavodoxin FldP
GKLDFEFB_01434	CDS	435				hypothetical protein
GKLDFEFB_01435	CDS	861	fpg1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase 1
GKLDFEFB_01436	CDS	828	rnc	3.1.26.3	COG0571	Ribonuclease 3
GKLDFEFB_01437	CDS	174	rpmF_1		COG0333	50S ribosomal protein L32
GKLDFEFB_01438	CDS	609			COG1399	putative protein
GKLDFEFB_01439	CDS	1167				hypothetical protein
GKLDFEFB_01440	CDS	510	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
GKLDFEFB_01441	CDS	585	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
GKLDFEFB_01442	CDS	2226	recG	3.6.4.12		ATP-dependent DNA helicase RecG
GKLDFEFB_01443	CDS	1752				putative protein
GKLDFEFB_01444	CDS	186	rpmB_1		COG0227	50S ribosomal protein L28
GKLDFEFB_01445	CDS	792	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GKLDFEFB_01446	CDS	981	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
GKLDFEFB_01447	CDS	234				hypothetical protein
GKLDFEFB_01448	CDS	495				hypothetical protein
GKLDFEFB_01449	CDS	1143	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
GKLDFEFB_01450	CDS	1002	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
GKLDFEFB_01451	CDS	831				hypothetical protein
GKLDFEFB_01452	CDS	687	fbiD	2.7.7.68	COG1920	Phosphoenolpyruvate guanylyltransferase
GKLDFEFB_01453	CDS	222				hypothetical protein
GKLDFEFB_01454	CDS	714	ihfB			Integration host factor subunit beta
GKLDFEFB_01455	CDS	246				hypothetical protein
GKLDFEFB_01456	CDS	594	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
GKLDFEFB_01457	CDS	1431	leuC_2	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
GKLDFEFB_01458	CDS	717	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
GKLDFEFB_01459	CDS	480				hypothetical protein
GKLDFEFB_01460	CDS	648				hypothetical protein
GKLDFEFB_01461	tRNA	74				tRNA-Glu(ctc)
GKLDFEFB_01462	tRNA	73				tRNA-Gln(ctg)
GKLDFEFB_01463	tRNA	74				tRNA-Glu(ctc)
GKLDFEFB_01464	tRNA	74				tRNA-Glu(ctc)
GKLDFEFB_01465	tRNA	73				tRNA-Gln(ctg)
GKLDFEFB_01466	CDS	726	gph_4	3.1.3.18		Phosphoglycolate phosphatase
GKLDFEFB_01467	CDS	300				hypothetical protein
GKLDFEFB_01468	CDS	195				hypothetical protein
GKLDFEFB_01469	CDS	177				hypothetical protein
GKLDFEFB_01470	CDS	234				hypothetical protein
GKLDFEFB_01471	CDS	195				hypothetical protein
GKLDFEFB_01472	CDS	774				hypothetical protein
GKLDFEFB_01473	CDS	300				hypothetical protein
GKLDFEFB_01474	CDS	333				hypothetical protein
GKLDFEFB_01475	CDS	240				hypothetical protein
GKLDFEFB_01476	CDS	1479	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
GKLDFEFB_01477	CDS	762				hypothetical protein
GKLDFEFB_01478	CDS	234				hypothetical protein
GKLDFEFB_01479	CDS	672				hypothetical protein
GKLDFEFB_01480	CDS	3039				hypothetical protein
GKLDFEFB_01481	CDS	423			COG2018	Serine protease inhibitor
GKLDFEFB_01482	CDS	411				hypothetical protein
GKLDFEFB_01483	CDS	600				hypothetical protein
GKLDFEFB_01484	CDS	3198				hypothetical protein
GKLDFEFB_01485	CDS	423			COG2018	Serine protease inhibitor
GKLDFEFB_01486	CDS	612				hypothetical protein
GKLDFEFB_01487	CDS	579				hypothetical protein
GKLDFEFB_01488	CDS	1755	lerK	2.7.1.209	COG2376	L-erythrulose 1-kinase
GKLDFEFB_01489	CDS	1344	csbX_1		COG0477	Alpha-ketoglutarate permease
GKLDFEFB_01490	CDS	663				hypothetical protein
GKLDFEFB_01491	CDS	207				hypothetical protein
GKLDFEFB_01492	CDS	1584	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
GKLDFEFB_01493	CDS	2445	xly	4.2.2.12		Xanthan lyase
GKLDFEFB_01494	CDS	627	yceI_1			Protein YceI
GKLDFEFB_01495	CDS	1611	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
GKLDFEFB_01496	CDS	1335	kgtP_1			Alpha-ketoglutarate permease
GKLDFEFB_01497	CDS	1263	tolB_3			Tol-Pal system protein TolB
GKLDFEFB_01498	CDS	630	betI_2			HTH-type transcriptional regulator BetI
GKLDFEFB_01499	CDS	1050	aguA_1	3.5.3.12	COG2957	Agmatine deiminase
GKLDFEFB_01500	CDS	1086	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
GKLDFEFB_01501	CDS	1041	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
GKLDFEFB_01502	CDS	1566				hypothetical protein
GKLDFEFB_01503	CDS	132				hypothetical protein
GKLDFEFB_01504	CDS	660				hypothetical protein
GKLDFEFB_01505	CDS	1632	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
GKLDFEFB_01506	CDS	927	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
GKLDFEFB_01507	CDS	1329				hypothetical protein
GKLDFEFB_01508	CDS	663				hypothetical protein
GKLDFEFB_01509	CDS	966				hypothetical protein
GKLDFEFB_01510	CDS	1593	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
GKLDFEFB_01511	CDS	999	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
GKLDFEFB_01512	CDS	525	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
GKLDFEFB_01513	CDS	1869	ilvB1	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvB1
GKLDFEFB_01514	CDS	1275			COG2199	putative signaling protein
GKLDFEFB_01515	CDS	1749				hypothetical protein
GKLDFEFB_01516	CDS	963		1.17.1.9		Formate dehydrogenase, mitochondrial
GKLDFEFB_01517	CDS	933	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
GKLDFEFB_01518	CDS	1152				hypothetical protein
GKLDFEFB_01519	CDS	183				hypothetical protein
GKLDFEFB_01520	CDS	3108	malT_2			HTH-type transcriptional regulator MalT
GKLDFEFB_01521	CDS	180				hypothetical protein
GKLDFEFB_01522	CDS	639				hypothetical protein
GKLDFEFB_01523	CDS	2283	ydfJ_2		COG2409	Membrane protein YdfJ
GKLDFEFB_01524	CDS	2130	plcN_2	3.1.4.3	COG3511	Non-hemolytic phospholipase C
GKLDFEFB_01525	CDS	807				55.5 kDa and 49.5 kDa sporulation proteins
GKLDFEFB_01526	CDS	480				hypothetical protein
GKLDFEFB_01527	CDS	276				hypothetical protein
GKLDFEFB_01528	CDS	486				hypothetical protein
GKLDFEFB_01529	CDS	261				hypothetical protein
GKLDFEFB_01530	CDS	1605	aknOx	1.1.3.45		Aclacinomycin-N/aclacinomycin-A oxidase
GKLDFEFB_01531	CDS	1749		3.2.1.14		Exochitinase 1
GKLDFEFB_01532	CDS	1509	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
GKLDFEFB_01533	CDS	243				hypothetical protein
GKLDFEFB_01534	CDS	1494	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
GKLDFEFB_01535	CDS	297	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
GKLDFEFB_01536	CDS	2118				hypothetical protein
GKLDFEFB_01537	CDS	2217	ligA	6.5.1.2	COG0272	DNA ligase A
GKLDFEFB_01538	CDS	1029				hypothetical protein
GKLDFEFB_01539	CDS	690	ucpA_1	1.-.-.-		Oxidoreductase UcpA
GKLDFEFB_01540	CDS	543	log	3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
GKLDFEFB_01541	CDS	1383	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
GKLDFEFB_01542	CDS	1701	mviN		COG0728	putative peptidoglycan biosynthesis protein MviN
GKLDFEFB_01543	CDS	774				hypothetical protein
GKLDFEFB_01544	CDS	1059	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
GKLDFEFB_01545	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
GKLDFEFB_01546	CDS	699				hypothetical protein
GKLDFEFB_01547	CDS	555				hypothetical protein
GKLDFEFB_01548	CDS	1170	iscS_1	2.8.1.7	COG1104	IscS-like cysteine desulfurase
GKLDFEFB_01549	CDS	855			COG0596	putative protein
GKLDFEFB_01550	CDS	5199				hypothetical protein
GKLDFEFB_01551	CDS	1020				hypothetical protein
GKLDFEFB_01552	CDS	2253				hypothetical protein
GKLDFEFB_01553	CDS	423				hypothetical protein
GKLDFEFB_01554	CDS	858				putative protein
GKLDFEFB_01555	CDS	615				hypothetical protein
GKLDFEFB_01556	CDS	1062				hypothetical protein
GKLDFEFB_01557	CDS	1404	pepN_1	3.4.11.2		Aminopeptidase N
GKLDFEFB_01558	CDS	801	tam_4	2.1.1.144		Trans-aconitate 2-methyltransferase
GKLDFEFB_01559	CDS	1068	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKLDFEFB_01560	CDS	1209	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKLDFEFB_01561	CDS	1011	dppB_1		COG0601	Dipeptide transport system permease protein DppB
GKLDFEFB_01562	CDS	1749	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
GKLDFEFB_01563	CDS	1038	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
GKLDFEFB_01564	CDS	801				hypothetical protein
GKLDFEFB_01565	CDS	798				hypothetical protein
